distance_along_trip,n
865.68726656,20
865.96793713,10
866.04252156,15
866.09005555,60
866.29549594,20
866.38662315,20
866.40218835,20
866.59414001,40
866.66762808,19
866.66938992,15
866.7314885,18
867.23728254,10
867.48419683,19
867.72024973,11
867.74180222,20
867.94906825,15
868.10306836,5
868.16951731,20
868.29938788,10
868.56377345,12
868.61261742,20
868.66766333,20
868.77163962,19
868.90455638,20
869.11424705,20
869.61214778,20
869.70120325,20
869.72086704,34
870.14696705,13
870.22851391,20
870.24924818,2
870.29481864,40
870.37947996,20
870.38892859,20
870.56058792,20
870.82502425,13
870.86620181,13
870.93387578,19
871.43755241,37
871.61972941,20
871.6428115,19
871.67950135,20
871.72408263,20
871.8429732,19
871.99404843,20
872.51750612,65
872.57815746000006,40
872.61798498,20
872.87631118,20
872.95000539,20
873.03564438,20
873.06699963,19
873.45967406,40
873.67418275,39
873.69234723,20
873.92672291,20
874.24617753,20
874.25623603,20
874.27765058,15
874.29551448,20
874.36697228,20
874.64063258,20
874.67556429,19
874.98289445,20
875.06428487,20
875.07019553,20
875.29374015,10
875.46139809,20
875.71591492,20
875.92254733,18
875.99797643,20
876.39298903,38
876.4072025,20
876.81373746,15
876.96724851,16
876.97969732,24
877.22422169,14
877.34389402,16
877.6251909,20
877.94068828,20
878.22693414,20
878.24170628,20
878.39873264,6
878.7894213,7
878.88370325,20
879.05884948999994,20
879.10045254,20
879.28928875,20
879.30822328,60
879.34982435,30
879.46637118,19
879.48225431,20
879.55015731,20
879.684418,20
879.81278061,12
879.95664166,10
879.9938774,20
880.06877428,20
880.7472375,19
880.82035656,20
881.08824721,20
881.17369137,19
881.21176263,20
881.39543777,20
881.49646511,20
881.59949503,19
881.96318895,20
882.18663292,4
882.21135295,16
882.76384592,20
882.91591287,19
883.10895098,19
883.38134789,20
883.50562781,10
883.71630313,20
883.73261888,38
883.8124276,7
884.02076304,20
884.02159281,10
884.02660866,20
884.11865552,38
884.3928309,20
884.41817977,19
884.49425023,20
884.58743847,20
884.61682192,20
884.86493308,19
884.90775077,12
885.13303526,16
885.52061016,12
885.75982481,16
885.80407792,40
885.96798119,20
886.03801614,19
886.28269011,17
886.49389837,15
886.51556044,20
886.73496484,20
886.88330787,19
886.89725092,51
886.94381631,40
887.28534904,20
887.7842788,20
887.8971272,20
887.99152907,20
887.99886658,19
888.40688517,16
888.45425143,20
888.58433249,20
888.74842681,20
888.80543579,38
889.02553403,16
889.1520919,14
889.25072312,24
889.41711796,20
889.5667118,20
889.59505472,17
889.59751402,15
889.64666469,20
889.74683499,20
889.89657823,20
889.92352815,20
890.13199042,19
890.35657753,19
890.50753174,20
890.68821731,19
890.94696,20
891.20840913,17
891.22854044,20
891.30173626,40
891.428363,20
891.73395071,19
891.87585481,40
891.89167193,9
891.98486437,20
892.02230655,40
892.29554469,9
892.34915563,20
892.3970751,40
892.44324478,12
892.54551986,20
893.03673277,20
893.07911322,20
893.30063163,40
893.34727183,20
893.46831665,19
893.64446837,20
893.8035082,20
894.01986918,20
894.05981876,80
894.13975834,20
894.52058078,20
894.70454012,20
894.81145682,12
895.02437759,20
895.09549616,20
895.18114109,45
895.21282947,19
895.23195326,8
895.8204112,20
895.9151255,20
896.03564301,20
896.28515879,19
896.36053,19
896.41605293,20
896.53136197,38
896.59449954,22
896.72375304,19
897.17545693,20
897.30825474,5
897.47788814,12
897.50265614,20
897.61921412,20
897.71487868,20
897.92345546,38
897.94477993,9
898.14853583,20
898.46789482,40
898.66448582,20
898.75548568,20
898.87090085,40
898.91390948,16
898.94723036,20
898.9753004,20
898.99047729,12
899.06739932,20
899.20184431,20
899.25703727,38
899.79855389,17
900.10873845,40
900.45180413,19
900.49836207,20
900.62636214,23
900.6406218,19
900.72584241,20
900.78266396,20
900.82635686,19
901.01996548,7
901.05750083,9
901.22305505,20
901.24724112,2
901.81696458,20
901.9125159,8
902.38426783,40
902.68737541,7
902.91651821,20
903.00789825,19
903.21087627,20
903.27114921,8
903.4718889,20
903.55536907,16
903.6483418,20
903.82299431,20
903.85037219,20
904.11083932,20
904.34504906,17
904.46456672,19
904.49514535,20
904.61844946,19
904.65949566,19
904.66176134,20
904.71833404,20
904.9048797,20
905.07928269,16
905.17901284,20
905.61836374,20
905.69645609,20
905.75856889,19
905.80531763,20
905.89998269,20
906.01976369,10
906.0765494,20
906.34839522,15
906.50960469,41
906.5108751,20
906.71916507,19
906.74636497,20
906.91684527,17
907.37924107,19
907.60982788,20
907.65396296,19
907.66840461,34
907.68576763,20
907.84727869,20
908.43627634,20
908.58675766,20
908.78509479,19
909.00439191,19
909.31825129,60
909.35595361,20
909.38799788,20
909.410528,19
909.43516612,12
909.44313456,20
909.7031135,20
909.71544488,18
909.78286698,15
910.00771583,16
910.1095659,15
910.19711492,60
910.20554813,15
910.45636759,19
910.47938659,20
910.67902449,19
910.68906139,179
910.70970704,20
911.17283602,20
911.41691623,18
911.46687082,20
911.73733847,19
912.00039463,40
912.0734544,20
912.08123315,38
912.54839966,20
912.61429314,19
912.65445511,19
912.70192594,29
912.76385804,20
912.76750484,20
913.03666016,16
913.14696937,20
913.72495209,40
913.78133451,20
913.78830144,20
914.16314471,11
914.21435992,38
914.30718461,20
914.30954676,20
914.42543828,20
914.58391942,20
914.63288512,23
914.78636179,100
914.85504075,15
914.92840299,10
915.0009212,20
915.02134356,20
915.06386829,16
915.2847616,20
915.37231155,32
915.37363122,16
915.39637468,11
915.42425713,4
915.73305175,19
916.04231835,10
916.08771217,7
916.11320079,20
916.12160904,59
916.38640632,20
916.72773406,19
916.85504074,20
916.88754149,20
916.95950345,38
916.99462568,20
917.11838546,19
917.25985374,10
917.37079737,20
917.42581064,16
917.44268484,20
917.48435968,20
917.51123903,20
917.51155276,19
917.7479243,20
917.88522116,19
917.89834502,15
918.07330874,20
918.11099034,20
918.13322962,20
918.19335321,19
918.19405914,19
918.20806687,20
918.29950731,15
918.4570667,20
918.58974515,38
918.82766857,20
918.8836622,40
919.21525683,20
919.5607578,19
919.57038138,20
919.806671,20
919.89510588,19
919.94991825,19
920.16624958,19
920.28633476,20
920.53162083,20
920.67956972,20
920.77634727,20
921.08103596,20
921.28078279,32
921.28503079,20
921.46104566,38
921.46533037,40
921.47071012,20
921.55007685,20
921.56269806,19
921.67133105,10
921.68850085,20
921.92275525,9
921.92490785,35
922.04566364,40
922.24130554,19
922.3059145,20
922.65133361,10
922.78615804,20
922.90590552,20
922.98096261,20
923.03570561,20
923.08602159,20
923.45105579,19
923.45873879,20
923.46717602,20
923.72279219,20
923.73366318,19
923.7663907,20
923.8364758,38
923.93711231,20
924.02847263,20
924.13838639,20
924.19045262,20
924.4506989,20
924.510949,20
924.7030164,20
924.80880924,12
924.81492467,19
925.41155066,20
925.43108549,20
925.66054072,40
925.92652861,20
926.07437784,12
926.21674281,6
926.28417013,20
926.5034652,19
926.53958315,20
926.71420725,38
926.80724567,39
926.90096259,30
926.98311207,19
927.05887891,20
927.07826302,20
927.4606792,20
927.53547519,15
927.97812649,19
928.23732021,7
928.60706159,12
928.64400067,7
928.6829035,14
928.86551039,20
928.91710752,10
929.09954133,20
929.24577684,20
929.2845017,20
929.36505127,20
929.53346461,10
929.58449215,20
929.92796048,40
929.96577518,52
930.07845696,19
930.16455637,20
930.22975679,20
930.43970389,19
930.68412641,7
930.71979139,20
931.17556343,20
931.45078652,20
931.46918596,20
931.58523943,19
931.63103227,40
931.74452221,38
931.87534029,16
932.03086603,19
932.04306923,5
932.26856172,20
932.29870295,60
932.30538936,20
932.36011579,19
932.38374175,18
932.40537837,1
932.84954306,20
933.08930502,20
933.15175478,20
933.21734311,38
933.22899949,20
933.26922315,40
933.31043765,19
933.49886169,20
933.56544284,20
933.60384002,38
933.77820534,60
933.96606389,40
934.09697591,19
934.29911961,20
934.50273674,19
934.81287125,19
935.17826285,20
935.22337214,12
935.27286383,20
935.58515232,20
935.64296719,19
935.97754256,60
936.01590774,19
936.23520201,5
936.36778807,20
936.46891104,19
936.57030553,19
936.87682077,57
936.89022276,19
937.06976291,20
937.14826617,20
937.21301576,57
937.22808502,19
937.48178997,20
937.58166145,20
937.72431546,38
937.88210085,30
937.88395351,40
937.93334392,20
938.05782275,40
938.14911039,19
938.17236498,60
938.1913594,40
938.30653556,20
938.34522813,20
938.37687656,19
938.40966839,20
938.54034403,19
938.58222185,20
938.71697142,20
938.84158367,60
938.92989653,19
939.0038186,20
939.37016424,60
939.68064235,19
939.95881885,20
940.15938592,20
940.35247528,19
940.48497309,20
940.48826117,20
940.59527702,20
940.64066412,20
940.70169813,57
940.84225757,12
941.20530093,19
941.26146496,20
941.35140448,19
941.41453678,20
941.54588946,19
941.64915234,19
941.65232017,20
941.68146191,59
941.91470589,38
941.96043212,11
942.00383788,19
942.03368419,80
942.05802968,19
942.16396642,19
942.35289425,20
942.57873102,17
942.91754809,20
942.97204691,93
943.0621541,19
943.07550681,60
943.08189956,4
943.44402755,18
943.46746465,40
943.54879057,20
943.55502247,10
943.71831751,17
943.81694254,20
944.0041813,40
944.08950471,20
944.14336968,20
944.17531125,38
944.3863738,40
944.78675519,19
944.9522895,20
945.21834369,19
945.26218451,20
945.33617309,14
945.55282992,19
945.55536376,20
945.56052112,38
945.77551504,19
945.88991584,17
945.92345613,19
946.06347206,20
946.10509631,19
946.18341488,20
946.22240593,13
946.45743149,19
946.86174494,20
947.13147109,20
947.27698033,19
947.43409457,16
947.52504007,20
947.56476506,20
947.75599266,39
947.82417027,14
947.87994201,20
948.17239909,20
948.22559824,14
948.28829364,15
948.33582606,20
948.43208607,12
948.56776521,19
948.66188133,38
948.70582613,20
948.74174647,19
949.23430314,20
949.24583139,20
949.28714695,20
949.45100711,20
949.52726377,20
949.57606234,80
949.7414764,16
949.7942325,19
949.81152397,19
949.92093644,19
950.24462534,19
950.29548674,19
950.50254387,40
950.51958809,20
950.555203,19
950.82313897,15
950.8826693,19
950.96194307,20
951.01741178,14
951.20710481,4
951.39657571,12
951.4308216,40
951.58691585,20
951.71309674,12
951.93368022,20
951.96096012,40
952.13710028,40
952.45562224,20
952.46491518,20
952.49704896,15
952.57240597,20
952.65665753,20
952.88179046,20
953.00970494,15
953.0298511,19
953.04841845,40
953.51359437,11
953.61840211,19
953.68475718,20
953.84183062,19
953.90802648,30
953.97458559,20
954.07842211,20
954.20148537,95
954.48587717,38
954.5961506,19
954.67420932,19
955.0812191,20
955.226519,19
955.2654832,40
955.32645264,40
955.59368337,21
955.74952115,40
955.81568169,20
955.89114604,37
956.4531901,20
956.89199177,20
956.97858342,19
957.095743,20
957.2188368,19
957.57883055,16
957.59056037,20
957.59258388,20
957.64044075,19
957.65208387,20
957.67063777,20
957.69004323,20
958.06976372,19
958.13541053,12
958.46765705,19
958.76741085,19
959.22596734,5
959.33782671,19
959.35656442,19
959.39285238,14
959.48341582,19
959.63146305,10
959.68584583,15
959.73275779,20
959.74926029,2
959.75980249,20
959.83075067,20
959.85666628,20
959.94598059,19
960.04797497,20
960.27690222,20
960.4459597,45
960.54345657,19
960.55249246,40
960.62547979,16
960.66777864,20
960.75096053,40
960.81927148,19
960.82659145,40
960.83385633,40
961.33898622,19
961.37462301,20
961.45526074,20
961.50613559,20
961.55741809,10
961.77395292,19
961.88617398,5
961.93702686,19
962.09550791,20
962.18466591,27
962.33558897,20
962.7823376,20
962.86538782,20
963.05278057,20
963.18754287,20
963.20494917,19
963.27101445,20
963.33340054,19
963.40319879,19
963.48954745,20
963.63129178,19
963.83803469,20
963.88886885,7
963.98260192,19
964.06877842,40
964.1511428,35
964.16353951,28
964.32547675,20
964.34222468,20
964.35539431,20
964.41692651,6
964.58272726,19
964.78212611,20
964.78575322,40
965.19986388,20
965.23960679,20
965.41305627,19
965.55484163,20
965.63646463,20
965.74187391,20
965.79538232,20
965.941191,19
965.98462499,19
966.12245459,40
966.13603152,16
966.22962557,20
966.35995052,19
966.45263079,20
966.61858614,19
966.66767131,20
966.74199593,20
966.82818526,20
966.88364379,20
967.17957274,2
967.32372952,20
967.542669,20
967.54642026,20
967.6103786,40
967.66519641,12
967.9108167,20
967.96950095,20
968.02014084,19
968.11286536,14
968.18980663,20
968.40728435,19
968.54855268,15
968.71814235,14
968.82437064,20
969.20787385,20
969.23284281,52
969.2409327,20
969.45258636,19
969.4884374,40
969.51423216,19
969.629502,28
969.69303522,12
969.7088553,39
970.0120816,19
970.03222311,60
970.49327985,20
970.56010652,14
970.60358995,1
970.64895225,14
970.81596918,60
970.90376528,20
971.08179896,40
971.09345457,20
971.19966331,20
971.61399256,20
971.62057552,20
972.05842367,8
972.06511708,20
972.1485675,20
972.26317288,20
972.27504327,39
972.3793944,17
972.49435777,20
972.49646053,20
972.54483394,60
972.57158923,20
972.71308562,20
972.74724923,20
972.93490835,5
973.01040243,20
973.07836533,100
973.15026647,20
973.15251602,20
973.18503914,42
973.20518397,20
973.35192005,42
973.38141676,20
973.59615146,20
973.71197587,20
973.91699394,20
973.93187897,20
973.99296763,80
974.11242699,16
974.15629021,40
974.18608983,12
974.29746513,19
974.62765094,92
974.70669127,28
974.78516858,19
974.84273973,20
975.19304905,20
975.23152964,40
975.29844487,28
975.72112602,28
975.81581767,20
975.97975344,20
976.00606105,80
976.24586791,20
976.34868497,40
976.3704756,20
976.3912326,40
976.47436934,16
976.60402547,20
976.62345751,20
976.63320597,20
976.67043003,20
976.78001827,10
976.79332007,20
976.81344395,20
976.82285264,16
976.90330538,20
976.95519923,19
977.15383372,14
977.3761696,17
977.55247973,20
977.59563414,20
977.69566767,27
977.98434218,11
978.25143011,20
978.25721291,28
978.27707996,20
978.37166133,20
978.48540799,100
978.52702869,40
978.78058601,20
978.87234253,20
979.08047277,20
979.26487288,20
979.31595317,20
979.31863723,20
979.37311677,16
979.39624743,20
979.49455791,32
979.60768878,40
979.70409987,20
980.02245906,20
980.28666023,20
980.48089029,40
981.04744892,11
981.24491044,20
981.3167743,20
981.61540895,20
981.87941544,17
982.13578481,40
982.22804441,19
982.26944837,20
982.29268093,19
982.3379961,20
982.40193361,20
982.47112322,100
982.54047489,10
982.65984102,20
982.66389406,20
982.6959228,20
983.07707181,16
983.23147979,15
983.53099101,20
983.68512525,20
983.91925487,70
983.98722265,19
984.12355112,19
984.2075882,14
984.3048479,20
984.48956642,19
984.54460947,19
984.69577272,39
984.84689783,20
985.00463019,7
985.03586693,20
985.24623635,20
985.41726718,39
985.42858283,19
985.62413368,17
985.7038929,8
985.79819106,40
985.79823232,20
985.83056426,14
985.8638045,20
986.03825499,20
986.0580094,40
986.08884142,19
986.16365267,13
986.18451016,2
986.229329,12
986.32983441,20
986.39011327,20
986.52200676,12
986.5997799,15
986.67319563,20
987.06237993,20
987.08559635,20
987.1533175,20
987.17247755,14
987.20280144,20
987.25860702,20
987.68734139,20
987.99993174,20
988.37495057,20
988.56326642,20
988.61412708,20
988.75983028,83
988.91685439,20
988.9353185,17
989.24756227,20
989.32665347,20
989.4806134,20
989.53482716,5
989.55753307,20
989.60118085,40
989.64270168,20
989.84657044,20
990.21313501,13
990.24380644,19
990.39137333,20
990.45588229,1
990.53195997,20
990.54109735,20
990.64602343,16
990.70891384,19
990.75712004,13
990.9866845,8
991.06962973,20
991.26930274,20
991.37322194,20
991.39590915,20
992.06952799,12
992.1001116,38
992.24650332,17
992.33677832,20
992.36148838,14
992.81454934,20
992.8576221,19
992.86788504,20
993.26362968,20
993.34330844,20
993.3689979,19
993.46206356,40
993.65380897,14
993.73497272,19
993.85530608,7
994.15229422,80
994.18893695,13
994.28634944,30
994.45744609,38
994.66055827,14
994.75713893,16
994.92595209,20
995.11408519,40
995.17446928,20
995.51411507,20
995.55768814,34
995.7619167,20
995.8213352,11
995.83131423,20
995.99094123,16
996.20688342,19
996.21793422,20
996.23712325,20
996.32142206,15
996.32586182,20
996.32755497,20
996.55382003,8
996.67951282,20
996.72810105,17
996.73236995,40
996.8288208,29
996.89689279,19
997.4236925,20
997.51479652,19
997.78540609,20
997.91280567,20
997.94492047,40
997.97527395,19
998.17619,19
998.17956398,20
998.39701535,20
998.53611341,17
998.54544717,20
998.95197686,20
999.0123415,20
999.07524021,40
999.31180149,20
999.33599393,15
999.55452915,20
999.6550082,20
999.98601377,20
1000.1075697,20
1000.35629562,25
1000.57214694,19
1000.80682747,19
1000.93616348,19
1001.09030022,19
1001.107993,20
1001.18382897,20
1001.2605408,20
1001.31034665,9
1001.40814052,19
1001.44886045,20
1001.60169154,19
1001.95054295,20
1002.30521846,20
1002.31092801,20
1002.40498919,12
1002.80519302,60
1002.82561653,19
1002.86395197,19
1003.07128446,25
1003.24042983,18
1003.27239788,19
1003.31010407,20
1003.32686689,19
1003.34272669,20
1003.35510123,20
1003.62949736,19
1003.9773368,20
1003.99001411,19
1004.05371312,37
1004.15728,20
1004.17665082,19
1004.18160589,20
1004.27964441,20
1004.28770042,19
1004.49393179,20
1004.53186303,20
1004.6400834,40
1004.66250347,20
1004.75589224,60
1004.97543417,76
1005.25286592,20
1005.43109239,20
1005.45538058,20
1005.46938306,19
1005.70984703,19
1006.02136706,20
1006.15418157,40
1006.52496147,19
1006.60426793,10
1006.63488893,14
1006.68684778,76
1007.14882704,20
1007.16726032,19
1007.35194407,20
1007.54496792,20
1007.56754257,20
1007.67322073,20
1007.8161372,20
1008.1965554,19
1008.22484108,20
1008.28323423,19
1008.35763685,19
1008.46875621,40
1008.50126214,5
1008.51661357,5
1008.56899772,10
1008.78263454,20
1008.80182444,60
1008.84874717,20
1008.99115301,40
1009.01470487,60
1009.02427117,20
1009.03844753,38
1009.0677952,20
1009.35311136,20
1009.38106137,19
1009.70792384,20
1009.7441982,133
1009.96711983,19
1010.42057828,13
1010.59540598,20
1011.03562056,20
1011.21625098,40
1011.31130044,39
1011.70923185,20
1011.71899407,20
1011.71949239,19
1011.77140081,20
1011.89818921,56
1012.12156738,19
1012.35914114,20
1012.36419202,20
1012.39130779,37
1012.42075524,19
1012.54997862,19
1012.66870859,40
1012.7434322,20
1012.79944054,20
1012.80154863,19
1012.84933471,10
1012.9639831,18
1013.15742728,20
1013.18147414,19
1013.33789969,20
1013.52399149,25
1013.65464236,19
1013.66640502,20
1013.93123982,37
1014.00619877,6
1014.22672654,16
1014.44238698,16
1014.49025783,20
1015.07455662,20
1015.2039127,20
1015.62958966,20
1015.85889905,38
1015.90844623,38
1016.0702112,20
1016.23011006,17
1016.62735979,20
1016.72883646,20
1016.74140912,19
1016.83409095,19
1016.90791269,14
1017.00564078,20
1017.12083133,20
1017.14173009,100
1017.19211048,19
1017.23520152,11
1017.78611591,6
1017.85913072,19
1017.86335114,20
1017.8904399,20
1018.0912594,19
1018.73598188,17
1019.04352247,20
1019.09859005,20
1019.90756083,20
1020.11538106,80
1020.20152716,60
1020.20941136,40
1020.35171621,19
1020.44091567,20
1020.45748737,20
1020.54902511,45
1020.61705515,60
1020.8799115,19
1021.196276,20
1021.46030167,19
1021.46628083,20
1021.70135778,20
1021.7865626,10
1021.97343479,80
1021.99499073,80
1022.07620633,10
1022.30923517,20
1022.47192267,38
1022.59265562,19
1022.77137438,20
1022.77139209,20
1023.00242529,6
1023.18058822,20
1023.25883252,20
1023.29366262,20
1023.40116702,19
1023.73980277,19
1023.82057732,16
1023.82497631,20
1023.89356884,14
1023.9311812,18
1024.13524335,19
1024.28190001,15
1024.32225199,20
1024.44461971,38
1024.44700111,14
1024.45182156,10
1024.46562458,20
1024.48442332,40
1024.50658848,10
1024.51519348,20
1024.79119517,20
1025.0306201,40
1025.34395472,20
1025.40231561,18
1025.86021524,14
1026.08424165,20
1026.09137505,20
1026.37357164,13
1026.39480656,20
1026.4544407,19
1026.46095879,20
1026.47842613,38
1026.48478034,20
1026.61152969,20
1026.61638682,20
1026.6757663,20
1026.80628688,80
1026.93690475,20
1026.94619127,20
1026.95715593,60
1027.01310045,28
1027.23355321,10
1027.2346603,19
1027.50618401,5
1027.59858116,19
1027.66413845,12
1028.0365148,19
1028.08780542,60
1028.2665237,20
1028.35461802,10
1028.46018336,20
1028.59926719,40
1028.66953634,17
1028.86632058,20
1029.12493183,19
1029.17189665,19
1029.27768344,20
1029.46276799,32
1029.78499904,20
1029.91319453,20
1029.98090408,5
1030.22117285,19
1030.32904479,19
1030.5141827,20
1030.52283827,19
1031.01006499,38
1031.22848741,15
1031.3320597,19
1031.46602228,8
1031.61758304,40
1031.62587788,20
1031.81059053,14
1031.89322966,20
1032.00373365,19
1032.25741447,24
1032.26720012,40
1032.37859044,20
1032.460005,20
1032.46402638,19
1032.50573681,20
1032.61010871,20
1032.64373182,15
1032.81237452,19
1032.86682139,38
1032.9096912,20
1033.26214731,20
1033.28427059,7
1033.32775918,20
1033.47588266,12
1033.6703558,20
1033.67585237,40
1033.97054028,79
1034.22604335,20
1034.43910328,20
1034.51835542,18
1034.59880419,20
1034.65866347,20
1034.78546968,19
1034.87987375,20
1034.91792362,40
1034.93023294,40
1035.12275978,40
1035.28074883,19
1035.29190598,17
1035.44853305,20
1035.86361823,19
1035.88189994,14
1035.88366005,20
1036.11525029,80
1036.2708748,19
1036.33376519,19
1036.62019799,19
1036.73064463,7
1037.05499696,20
1037.14480289,59
1037.15827981,20
1037.17399101,19
1037.34677073,20
1037.47748986,20
1037.63349271,20
1037.76890708,20
1038.36613936,5
1038.5018888,19
1039.09786385,20
1039.34431402,20
1039.35979801,20
1039.53976489,20
1039.67004672,19
1039.67492821,57
1039.69438423,20
1039.71619841,20
1039.77485585,7
1039.77716995,38
1039.97709315,20
1040.09723659,20
1040.14136387,20
1040.28442118,180
1040.56286571,12
1040.62589817,20
1040.70135721,19
1040.95884588,20
1040.97392004,20
1040.99191227,6
1041.13834335,19
1041.16286315,20
1041.40503468,14
1041.41169016,19
1041.46900555,20
1041.62722054,40
1041.78332337,20
1041.80267444,20
1041.91427562,17
1041.94471047,20
1041.99556995,20
1042.0661446,29
1042.33627906,38
1042.40969652,14
1042.55463219,12
1042.59294589,20
1042.64238827,20
1042.648578,20
1042.82352051,7
1042.98730769,20
1043.07898162,76
1043.08498582,14
1043.43446141,20
1043.65353873,40
1043.69072167,19
1043.79611704,32
1043.93326818,20
1044.07549935,20
1044.20057578,19
1044.28185655,19
1044.45359207,100
1044.62391437,20
1044.85944056,40
1045.11018675,19
1045.20483258,20
1045.29195169,20
1045.74494907,20
1045.77695122,60
1045.89997484,20
1045.96144527,40
1045.98930198,20
1046.01000624,20
1046.10828398,20
1046.11168375,114
1046.15542874,20
1046.30051348,20
1046.32483997,20
1046.44333793,20
1046.48303503,127
1046.64061686,14
1046.64260003,18
1046.68652876,14
1046.82598866,15
1047.04449511,40
1047.05820977,20
1047.72698395,20
1047.77417066,40
1048.35518602,20
1048.41965568,18
1048.49863513,20
1048.52021102,19
1048.80556804,8
1048.92376359,76
1048.95889517,15
1049.22609472,19
1049.28745766,16
1049.31850985,19
1049.43427711,20
1049.43654125,20
1049.46380951,20
1049.51221141,20
1049.88185209,20
1049.88708844,80
1050.00225152,40
1050.2880717,42
1050.46354695,20
1050.75367253,20
1050.86276764,20
1050.94462701,125
1050.95873304,20
1051.00290588,9
1051.10901756,40
1051.13094365,20
1051.3377527,19
1051.68784666,20
1051.75587068,20
1051.93235781,10
1051.93726445,38
1051.94108355,19
1052.0014935,190
1052.15173072,20
1052.25805434,20
1052.31502945,20
1052.54528795,20
1052.58717981,20
1052.67409389,14
1052.67671357,20
1052.68825943,20
1052.79193385,20
1052.86349582,19
1053.29668543,36
1053.33240374,266
1053.88961463,28
1053.95836615,40
1054.07641259,20
1054.11189706,20
1054.20875356,20
1054.70301856,20
1054.71483269,20
1054.78771313,2
1055.34140432,38
1055.43137682,19
1055.48963266,20
1055.60247327,20
1055.76375579,20
1055.78956137,14
1055.84776883,19
1055.90004708,20
1056.14589049,20
1056.45285977,20
1056.46492662,20
1056.71846228,20
1056.97270533,13
1056.97401101,45
1057.07558878,76
1057.15617273,15
1057.23531179,38
1057.27010278,20
1057.27237805,57
1057.34651915,38
1057.35994013,20
1057.37106123,34
1057.49115757,14
1057.71133097,20
1057.74104389,19
1057.80629258,14
1057.84474025,38
1058.0000077,19
1058.00419599,20
1058.05516354,20
1058.58727934,14
1058.74554418,19
1058.80022667,20
1058.84563088,20
1058.90943502,5
1058.99350354,20
1059.06306938,19
1059.0666115,7
1059.1566707,11
1059.21291435,20
1059.2439391,20
1059.34492854,19
1059.57698966,133
1059.73258104,20
1059.91549683,9
1060.08605007,68
1060.35754895,19
1060.36403362,42
1060.41849401,20
1060.48535995,20
1060.86012778,45
1060.93934082,40
1061.12522868,12
1061.13027563,20
1061.17929901,118
1061.50765169,28
1061.70445955,20
1061.74520991,57
1061.75967321,19
1061.82923004,20
1061.98475896,20
1062.00546168,38
1062.14968405,60
1062.39279507,19
1062.39438543,20
1062.40014736,15
1062.80103891,25
1063.00948047,19
1063.02180159,8
1063.41855773,20
1063.43503365,19
1064.04901622,53
1064.09319628,20
1064.212017,8
1064.29895088,20
1064.36318743,20
1064.50488719,20
1064.59784801,26
1064.69433679,30
1064.93255765,19
1064.98912684,30
1065.07323224,20
1065.21436232,76
1065.29944652,20
1065.51602775,53
1065.56468883,14
1065.61779107,20
1065.61803743,20
1065.62220669,20
1065.89959876,20
1065.90929821,20
1065.92734329,20
1066.08924078,30
1066.44686473,12
1066.47270208,9
1066.49826124,20
1066.55616636,20
1066.60202328,24
1066.62308012,19
1066.75284166,19
1066.79743555,20
1066.9547227,20
1066.96171879,20
1067.44928326,13
1067.66083212,15
1067.75949309,20
1067.76011629,20
1067.83121453,20
1067.97114045,38
1068.23101658,24
1068.24670096,40
1068.26803787,30
1068.39976168,13
1068.41108169,19
1068.50418687,20
1068.53986331,20
1068.55805525,9
1068.569552,40
1068.68351472,57
1068.86635071,20
1068.87099225,35
1068.9107979,11
1069.02352331,20
1069.07108445,20
1069.67730115,20
1069.75439789,20
1069.86068058,13
1069.98404497,20
1070.3325374,15
1070.35897993,40
1070.51466555,20
1070.67533531,20
1070.88259437,18
1070.94600542,10
1071.0567298,20
1071.08558369,19
1071.27312559,44
1071.32275038,11
1071.84954409,19
1071.86893805,20
1071.97199291,15
1072.15266713,38
1072.16704875,20
1072.20167534,78
1072.44485415,20
1072.57659434,20
1072.84649761,19
1072.90135147,20
1072.94065101,11
1072.99346957,20
1073.00418102,20
1073.00424268,45
1073.15215376,13
1073.31400561,90
1073.36133847,19
1073.63545327,11
1073.64768508,20
1073.79353616,40
1074.00674148,20
1074.08745039,13
1074.13451719,14
1074.38270869,18
1074.52863666,20
1074.77851505,11
1074.80119688,20
1074.86401503,20
1074.9192484,20
1074.99913541,20
1075.0353229,20
1075.18817548,19
1075.39281301,20
1075.44632142,40
1075.50418456,20
1075.60742459,133
1075.62181953,19
1075.67594796,54
1075.99778095,9
1076.00358901,12
1076.22225621,20
1076.33491033,40
1076.3759831,19
1077.07580134,20
1077.14201134,60
1077.39288393,20
1077.4062578,20
1077.78327087,20
1077.90288392,11
1078.40148307,20
1078.45266408,15
1078.54605521,19
1078.57352027,19
1078.66192264,40
1078.79478129,20
1078.82391191,20
1079.09180305,6
1079.10041521,14
1079.41378763,20
1079.49665874,15
1079.524663,9
1079.54399282,20
1079.91060883,40
1079.91543906,20
1080.09959682,40
1080.23703289,13
1080.46140661,8
1080.56460022,38
1080.58853767,20
1080.70740713,20
1080.86720803,20
1080.89906384,40
1080.90118668,14
1081.02725279,11
1081.27984165,20
1081.41717864,13
1081.563911,7
1081.82151884,5
1082.07292143,40
1082.31429923,20
1082.35952735,33
1082.38150486,57
1082.58789552,20
1082.77567851,20
1082.96658689,20
1083.08206761,19
1083.084764,22
1083.11714112,20
1083.46728602,14
1083.54015941,20
1083.55391108,20
1083.77251722,20
1083.86059911,19
1084.03839519,20
1084.07568147,20
1084.15162166,11
